Parameter_Name,Column3,Column4,Column5,File_Count
C_PWTM_ODP_Time_Max,0690,1E,24B5,6
C_SFD_Light_Steady_ON_Condition4,06E8,1A,24FE,7
C_SFD_Light_Steady_ON_Condition5,06E8,1B,24FE,7
C_SFD_Torque_Derate_Condition3,06E8,1C,24FE,7
C_SFD_Torque_Derate_Condition4,06E8,1D,24FE,7
C_SFD_Torque_Derate_Condition5,06E8,1E,24FE,7
C_SFL_Final_Tmptr_Duration_2,06C8,1A,24E4,7
C_SFL_Final_Tmptr_Duration_3,06C8,1C,24E4,7
C_SFL_Final_Tmptr_Duration_4,06C8,1E,24E4,7
C_Up_O2_Htr_Fault_Decrement,06E1,1A,24F8,7
C_Up_O2_Htr_Fault_Increment,06E1,1C,24F8,7
C_Up_O2_Htr_Fault_Set,06E1,1E,24F8,7
OBD_Soot_Filter_Monitor_ITN_9470_Pad,06E8,1F,24FE,7
P_OBD_RPF_F_8,06E0,1C,24F7,7
P_SFL_SD_Sys_Abort_Odometer,06D3,1C,24EE,6
P_Up_O2_FMI7_Flag,06F5,1,24A5,6
FS_Driver_ITN_9154_Pad,051E,1,23C2,7
FS_Driver_ITN_9159_Pad,0523,1,23C7,7
HPCR_Continuous_Rchg_Interval,8041,001C,023C,16
HPCR_Fuel_Pressure_Low_Default,04F6,1A,23A2,7
HPCR_ISOLLA_Period,8041,001A,023C,16
PDD_n_minDiagnostic_c,04F8,1A,23A3,7
PDD_q_maxClearHiCmd_c,04F8,1C,23A3,7
PDD_q_min_c,04F8,1E,23A3,7
C_FAF_AC_Adj_Fraction,02F9,1C,22D4,7
C_FAF_AC_SS_Number_Points,02F9,1E,22D4,7
C_FAF_AZ_Frac_Pos_Slew_Lim,02F9,1A,22D4,7
C_OBD_ECE_Min_Variable_Count,043D,1C,22F3,6
EOL_Tests_ITN_8909_Pad,040D,1B,22CD,7
Fault_Flash_Count,03F1,1,22C7,7
J1939_Idle_Shutdown_Broadcast_Enable,043B,1A,22F2,7
J1939_Inlet_Exhaust_Conditions_Broadcast_Enable,043B,1C,22F2,7
J1939_PTO_Broadcast_Enable,043B,1E,22F2,7
C_CBR_HCD_Chi_Value,0308,1A,21F5,6
C_CBR_OOM_Idle_Chi_Value,0308,1C,21F5,6
C_CTM_Dosing_Allow_Time,0308,1E,21F5,6
C_DeSOx_Start_Slewtime,0306,1A,21F3,7
C_DeSOx_Temp_Error_Thd,0306,1C,21F3,7
C_FAF_AC_Max_Low_Flow_FAF,029E,1A,21B3,7
C_Zero_Fueling_Thd,0306,1E,21F3,7
C_APM_InDewPtHiTmpDlyThd,90BA,1A,13FB,6
C_APM_NACInDewPtHiTmpDlyEn,90BA,1C,13FB,6
C_APM_NACOutDewPtHiTmpDlyEn,90BA,1E,13FB,6
CAN_TCU_Rock_Cycle_Factor,0A19,1A,10B4,6
CAN_TCU_Rock_Cycle_Rqst_Limit,0A19,1C,10B4,6
C_MM_Brake_Sw_Cycle_Threshold,0A19,1E,10B4,6
Tool_ASG_Droop_Gain1_Maximum,0009,001A,0010,16
Tool_ASG_Droop_Gain2_Maximum,0009,001E,0010,16
Tool_ASG_Droop_Gain2_Minimum,0009,001C,0010,16
J1850_OC_No_Message_Clear_Limit,8A0D,001F,09D9,16
J1850_OC_No_Message_Set_Limit,8A0D,001E,09D9,16
J1850_Rx_Freeze_Enable,8A10,0001,09DB,16
J1979_Mode09_PID03_Support,8A0D,001C,09D9,16
J1979_Mode09_PID05_Support,8A0D,001D,09D9,16
PTO_Bump_Timer_Limit,10AA,1E,009B,6
Aux_SOI_Beta0_Override_Value,8828,1A,07F6,7
Aux_SOI_Beta1_Override_Switch,8828,1C,07F6,7
Aux_SOI_Beta1_Override_Value,8828,1E,07F6,7
EB_Cold_Oil_Temperature,1071,001A,007E,16
EB_Shift_In_Process_TL,1071,001C,007E,16
Max_Engine_Speed_Above_Fault_Threshold,1097,1CE,0007,6
CHRY_In_Plant_Results_3,1649,0001,06DF,16
EOL_Tests_ITN_1760_Pad,164A,1E,06E0,6
EOL_Vehicle_Speed_Rolls_Thd,164A,1C,06E0,6
LSG_Moving_X_Scale_Factor,14EF,1A,05E4,7
OBD_Base_ITN_419_Pad,04A5,1,01A3,7
AD_Sampled_Throttle_Filtered_Value,03ED,1A,0000,7
AD_Water_In_Fuel_Filtered_Value,03ED,1E,0000,7
AFM_Filtered_Ambient_Pressure,083C,1A,0000,6
AFM_Fresh_Air_Flow,083C,1C,0000,4
APM_In_DewPtHiTmptDlyFlag,90B9,1A,0000,6
APM_Out_DewPtHiTmpDlyTimer,90B9,1C,0000,6
APM_Out_DewPtHiTmptDlyFlag,90B9,1E,0000,6
ASG_Droop_Gain1,0008,001A,000F,16
ASG_Droop_Gain2,0008,001C,000F,16
ASIC_WDA_Fuel_Shutoff,15B0,0001,0000,16
ATM_ATD_Boost_pr_Derate,0959,1,0000,6
ATM_ATD_Boost_pr_Flag,0959,1,0000,6
ATM_ATD_CSF_Eff_Derate,077A,1,0000,7
ATM_ATD_CSF_Eff_Flag,077A,1,0000,7
ATM_ATD_CSF_Miss_Derate,077A,1,0000,7
ATM_ATD_CSF_Miss_Flag,077A,1,0000,7
ATM_ATD_CSF_OT_Derate,077A,1,0000,7
ATM_ATD_CSF_OT_Flag,077A,1,0000,7
ATM_ATD_CSF_Plug_Derate,077A,1,0000,7
ATM_ATD_CSF_Plug_Flag,077A,1,0000,7
ATM_ATD_DBV4_Err_Ovrd_En,0765,1A,0000,7
ATM_ATD_DBV4_Err_User_Val,0765,1A,0000,7
ATM_ATD_Fueling_Der_Ovrd_En,0765,1A,0000,7
ATM_ATD_Fueling_Der_Ovrd_En_1,0958,1A,0000,6
ATM_ATD_Fueling_Der_Ovrd_En_2,0958,1C,0000,6
ATM_ATD_Fueling_Der_User_Val,0765,1A,0000,7
ATM_ATD_Fueling_Der_User_Val_1,0958,1A,0000,6
ATM_ATD_Fueling_Der_User_Val_2,0958,1C,0000,6
ATM_ATD_Fueling_Err_Ovrd_En,0958,1C,0000,6
ATM_ATD_Fueling_Err_User_Val,0958,1C,0000,6
ATM_ATD_Fuel_pr_Err_Ovrd_En,0958,1A,0000,6
ATM_ATD_Fuel_pr_Err_User_Val,0958,1A,0000,6
ATM_ATD_IAT_Derate_Ovrd_En,0765,1C,0000,7
ATM_ATD_IAT_Derate_User_Val,0765,1C,0000,7
ATM_ATD_IAT_Error_Ovrd_En,0765,1C,0000,7
ATM_ATD_IAT_Error_User_Val,0765,1C,0000,7
ATM_ATD_IMT_Der_Ovrd_En,0958,1E,0000,6
ATM_ATD_IMT_Der_User_Val,0958,1E,0000,6
ATM_ATD_IMT_Error_Ovrd_En,0958,1E,0000,6
ATM_ATD_IMT_Error_User_Val,0958,1E,0000,6
ATM_ATD_In_O2_Rat_Derate_En,0765,1E,0000,7
ATM_ATD_In_O2_Rat_Der_Ovrd_En,0765,1E,0000,7
ATM_ATD_In_O2_Rat_Der_Usr_Val,0765,1E,0000,7
ATM_ATD_In_O2_Rat_En,0765,1E,0000,7
ATM_ATD_In_O2_Rat_Ovrd_En,0765,1E,0000,7
ATM_ATD_In_O2_Rat_User_Val,0765,1E,0000,7
Aux_SOI_DeSOx_Beta1,8803,1A,0000,7
CAC_Lk_Limpin_Fuel,0AA1,1C,0000,6
CAC_Lk_Oper_Mode_Flag,0AA1,1A,0000,6
CANC_Base_NTN_2282_Pad,08EA,1E,0000,6
CANC_Id1_Tx_Msg_Timer,08CF,1A,0000,6
CANC_Id2_Rx_Msg_Status,08CF,1C,0000,6
CANC_Id2_Rx_Msg_Timer,08CF,1E,0000,6
CAN_Reset_Priority,12A7,001C,0000,16
Catalyst_Fuel,8852,1A,0000,7
CBR_FAF_Imt_Corr_Chi3,08C9,1A,0000,6
CBR_MCF_Clt_Corr_Chi2,08C9,1C,0000,6
CBR_MCF_Clt_Corr_Chi3,08C9,1E,0000,6
C_CHH_EGRT_Too_High_Enb_Thd,1A56,1A,0E29,6
C_CHH_EGRT_Too_High_Time,1A56,1C,0E29,6
C_EGA_Dr_Short_Fault_Set_Time,1908,1A,0D23,7
C_EGA_Resistance_Tmptr_Coeff,17BF,001A,0C24,8
C_EGA_Tmptr_Fil_Cnst_1,17BF,001C,0C24,8
C_EGA_Tmptr_Fil_Cnst_2,17BF,001E,0C24,8
C_EGRT_High_Enable_Time,1A56,1E,0E29,6
C_EGR_Valve_Rezero_Set_Time,1908,1C,0D23,7
C_EGR_Valve_Rezero_Th,1908,1E,0D23,7
CEN_Soft_ID_Error_1,1036,1C,0000,7
CEN_Soft_ID_Error_2,1036,1C,0000,7
CEN_Soft_ID_Error_3,1036,1C,0000,7
C_FSST_p_DiffMaxLimitMpropTst_4,8A88,1A,0A3F,6
C_FSST_p_DiffMaxLimitMpropTst_5,8A88,1C,0A3F,6
C_FSST_p_MaxMpropTst,8A88,1E,0A3F,6
Chry_Act2D,8A12,001D,0000,16
Chry_Dat2D,8A12,001A,0000,16
Chry_Dat37,8A12,001F,0000,16
Chry_DatB0,8A13,001C,0000,16
Chry_Err2D,8A12,001C,0000,16
Chry_ErrB0,8A13,001F,0000,16
Chry_Txdata_Len,8A13,0001,0000,16
C_OBD_BB_EOT_Coolant_Tmptr_Thd,1A2E,1E,0E11,6
C_OBD_BB_EOT_HC_Pass_Time_Thd,1A2E,1A,0E11,6
C_OBD_BB_EOT_HC_Run_Time_Thd,1A2E,1C,0E11,6
Cold_Start_Aid_1_Driver_Feedback,1612,0001,0000,16
Cold_Start_Aid_1_Driver_Feedback_Global_Default,1571,0001,0000,16
Cold_Start_Aid_1_Driver_Feedback_Inversion,1572,0001,0000,16
Cold_Start_Aid_1_Driver_Feedback_Is_Refreshed,1561,0001,0000,16
Cold_Start_Aid_1_Driver_Feedback_Raw,1574,0001,0000,16
Cold_Start_Aid_1_Driver_Feedback_User_Override,1575,0001,0000,16
Cold_Start_Aid_1_Driver_Feedback_User_Value,1576,0001,0000,16
Cold_Start_Aid_2_Driver_Feedback,1612,0001,0000,16
Cold_Start_Aid_2_Driver_Feedback_Global_Default,1571,0001,0000,16
Cold_Start_Aid_2_Driver_Feedback_Inversion,1572,0001,0000,16
Cold_Start_Aid_2_Driver_Feedback_Is_Refreshed,1561,0001,0000,16
Cold_Start_Aid_2_Driver_Feedback_Raw,1574,0001,0000,16
Cold_Start_Aid_2_Driver_Feedback_User_Override,1575,0001,0000,16
Cold_Start_Aid_2_Driver_Feedback_User_Value,1576,0001,0000,16
Crank_Speed_Count,819B,001A,0000,16
C_Regen_Complete_Msg_Time,8B2D,1A,0ACB,6
C_Regen_Disabled_Chime_Count,8B2D,1C,0ACB,6
C_Regen_Disabled_Last_Chime_Count,8B2D,1E,0ACB,6
Cruise_Control_Accel_Switch_Priority,12A8,1,0000,7
Cruise_Control_On_Switch,000E,1,0000,7
Cruise_Control_On_Switch_Global_Default,1571,1,0000,7
Cruise_Control_On_Switch_Inversion,1572,1,0000,7
Cruise_Control_On_Switch_Is_Refreshed,1561,1,0000,7
Cruise_Control_On_Switch_Raw,1574,1,0000,7
Cruise_Control_On_Switch_User_Override,1575,1,0000,7
Cruise_Control_On_Switch_User_Value,0628,1,0000,7
Cruise_SC_Source_Driver_User_Value,8C29,0001,0000,10
Cruise_SC_Source_Driver_User_Value_N,8C29,0001,0BAC,10
Cruise_SC_Source_Feedback_Priority,12A8,001C,0000,16
Cruise_Vacuum_Feedback_Priority,12A8,001B,0000,16
CSE_FAF_Error,90EC,1A,0000,7
CTM_Cat_Ramped_Interp_Fact,90C1,1E,0000,7
CTM_CSF_Lambda_Drt_Ref,0287,1C,0000,7
CTM_CSF_Tmptr_FF_Fuel_Input,90C1,1C,0000,7
CTM_NAC_FFD_Fuel,90C1,1A,0000,7
CTM_NAC_Warmup_Fuel_Enbl,037C,1A,0000,7
CTM_NAC_Warmup_Tmptr_Trgt,037C,1C,0000,7
CTM_Post1_Cat_Fuel,037C,1E,0000,7
C_TPE_Exhaust_Aux2_SOI,198C,1C,0D92,6
C_TPE_Exhaust_Aux3_Sep,198C,1E,0D92,6
C_TPE_Exhaust_Rail_Parameter,198C,1A,0D92,7
CWG_PWM_Duty_Cycle_Invert,8C5E,0001,0FD6,8
Cylinder_Acceleration,819B,001C,0000,16
DBV4_Delta_Flag_Debounce_Timer,8D38,1A,0000,6
Debounced_CC_Switch_Mux,8A0F,1A,0000,7
Decay_Cutoff,8192,001C,0000,16
DeSOx_Beta,910B,1E,0000,7
DeSOx_Lean_Lambda_Table_Ref,0287,1A,0000,7
DeSOx_Rich_Lambda_Ref,0287,1E,0000,7
DOD_AC_Discrete_Output_Feedback,064B,1,0000,7
DOD_AC_Discrete_Output_Inc,063F,1,0000,7
DOD_Cold_Start_Aid_1_Driver_Feedback,064C,1,0000,7
DOD_Cold_Start_Aid_1_Driver_Inc,0640,1,0000,7
DOD_Cold_Start_Aid_2_Driver_Feedback,064D,1,0000,7
DOD_Cold_Start_Aid_2_Driver_Inc,0641,1,0000,7
DOD_EB_Switch_Lamp_Driver_Feedback,0770,1,0000,7
DOD_EB_Switch_Lamp_Driver_Inc,0771,1,0000,7
DOD_EGR_Cooler_Bypass_Feedback,064E,1,0000,7
DOD_EGR_Cooler_Bypass_Inc,0642,1,0000,7
DOD_Engine_Brake_Driver_1_Feedback,064F,1,0000,7
DOD_Engine_Brake_Driver_1_Inc,0643,1,0000,7
DOD_Lift_Pump_Driver_Feedback,0650,1,0000,7
DOD_Lift_Pump_Driver_Inc,0644,1,0000,7
DOD_Malfunction_Lamp_Driver_Feedback,0651,1,0000,7
DOD_Malfunction_Lamp_Driver_Inc,0645,1,0000,7
DOD_Smart_Power_Relay_Driver_Feedback,0652,1,0000,7
DOD_Smart_Power_Relay_Driver_Inc,0646,1,0000,7
DOD_Starter_Lockout_Driver_Feedback,0653,1,0000,7
DOD_Starter_Lockout_Driver_Inc,0647,1,0000,7
DOD_Stop_Lamp_Driver_Feedback,0654,1,0000,7
DOD_Stop_Lamp_Driver_Inc,0648,1,0000,7
DOD_Wait_To_Start_Lamp_Feedback,0655,1,0000,7
DOD_Wait_To_Start_Lamp_Inc,0649,1,0000,7
DOD_Warning_Lamp_Driver_Feedback,0656,1,0000,7
DOD_Warning_Lamp_Driver_Inc,064A,1,0000,7
DSO_Starter_Relay_Driver,1577,1,0000,6
DSO_Starter_Relay_Driver_Inversion,1578,1,0000,6
DSO_Starter_Relay_Driver_Previous_Command,157A,1,0000,6
EAC_Selected_P_Gain,90A0,1A,0000,7
EAC_Surge_Limit_Flt_Deriv_Term,0858,1C,0000,7
EB_Error_State,04A0,1A,0000,7
EB_Min_Idle_Time,04A0,1C,0000,7
EB_Mode,04A0,1E,0000,7
E_Brake_Command_Source_Test_Point,1070,001C,0000,16
EDF_Enable,106B,1A,0000,6
EGR_BP_CC_Load_Flag,05C1,1F,0000,4
EGR_BP_CC_Throt_SS_Flag,05C1,1E,0000,4
EGR_BP_CC_Veh_Spd_Debounce_Timer,05C1,1C,0000,4
EGR_BP_Clean_Cycle_Load_Factor,04A6,1E,0000,4
EGR_BP_DeSOx_IMT_Max,05C1,1A,0000,6
EGRT_Too_High_Retry_Counter,1A57,1A,0000,6
Engine_Alarm_Driver,1577,0001,0000,16
Engine_Alarm_Driver_Inversion,1578,0001,0000,16
Engine_Alarm_Driver_Previous_Command,157A,0001,0000,16
Engine_Brake_Switch_Flag,08EA,1D,0000,6
Engine_RPM_With_Hyst,90A0,1C,0000,7
EPF_Shutdown_Override_Switch,000E,1,0000,7
EPF_Shutdown_Override_Switch_Global_Default,1571,1,0000,7
EPF_Shutdown_Override_Switch_Inversion,1572,1,0000,7
EPF_Shutdown_Override_Switch_Is_Refreshed,1561,1,0000,7
EPF_Shutdown_Override_Switch_Raw,1574,1,0000,7
EPF_Shutdown_Override_Switch_User_Override,1575,1,0000,7
EPF_Shutdown_Override_Switch_User_Value,0628,1,0000,7
ETC_Lamp,024E,1,0000,7
Exhaust_Filter_Stat_Msg_Timer,8B2E,1A,0000,6
Ex_TFrame_13,8D22,001A,0000,7
Ex_TFrame_14,8D22,001C,0000,7
Ex_TFrame_15,8D22,001E,0000,7
FAF_AC_Filtered_FAF_Rate,0428,1C,0000,7
FAF_AC_LI_Time_Complete,0428,1E,0000,7
FP_Idle_Pass_Count,1D42,0001,0000,7
FPPL_Delay_Counter,8852,1C,0000,7
FPPL_Fueling,8852,1E,0000,7
FPR_ti_NextRunDelay_v,05C3,1A,0000,7
FPR_ti_TestRunTime_v,05C3,1C,0000,7
Fresh_Air_Flow_Uncorrected,0428,1A,0000,7
Fresh_Air_Flow_With_Hyst,90A0,1E,0000,7
FSO_Command_Priority,12A7,001E,0000,16
FSST_HpTest_Flag,0A80,1C,0000,6
FSST_n_CylMaxDiffDeltaRPM,0A80,1E,0000,3
FSST_sd_FuelprDiffMpropTst_2,09D8,1A,0000,6
FSST_sd_FuelprDiffMpropTst_3,09D8,1C,0000,6
FSST_sd_FuelprDiffMpropTst_4,09D8,1E,0000,6
FSST_step_HpTst,0A80,1A,0000,6
FSST_ti_RunUpStableTmr,09D7,1C,0000,6
Fuel_Press_Idle_Diag_Enable,106B,001C,0000,7
Fuel_Temperature_Fueling_Error,112E,001A,00FB,14
Fuel_Temperature_RPM_Error,112E,001C,00FB,14
Gov_Press_Control_Driver_On_Max_Time,8C59,001A,0FD2,7
H_Acc_Time_Incr_Actual,0335,1A,0000,7
H_Acc_Time_Weight_Factor,0335,1C,0000,7
H_ATM_ATD_Boost_pr_Status,0959,1,0000,6
H_ATM_ATD_CSF_Status,077A,1,0000,7
H_ATR_HP_DeSoot_Load_Regen,034E,1A,0000,7
H_ATR_HP_DeSoot_Suggested,034E,1C,0000,7
H_ATR_No_Mode_Request,034E,1E,0000,7
HB1_Recirculation_Control_Enable,8B45,0001,0AE0,8
H_CBM_Kp_Gain,0879,1A,0000,7
H_CBM_Kp_Gain_Adjusted,0879,1C,0000,7
H_CBM_Kp_Gain_Adjustment,0879,1E,0000,7
H_Comb_Time_Incr_Value,0335,1E,0000,7
H_OBD_NAC_Angle_Health_X,0677,1E,0000,6
H_OBD_NAC_Mag_Health_X,0677,1A,0000,6
HPCR_DeSOx_Beta0_Fuelpr_Setpoint,803F,1A,0000,7
HPCR_DeSOx_Beta1_Fuelpr_Setpoint,803F,1C,0000,7
HPCR_DeSOx_Fuelpr_Setpoint,803F,1E,0000,7
HPCR_Duration_Aux3,05F4,1C,0000,6
HPCR_FSD_Flag,8019,1C,0000,7
HPCR_Peak_Rail_Pressure_DC,8019,1E,0000,7
HPCR_Previous_Wakeup,805E,0001,0000,16
HPCR_Previous_Wakeup_N,805E,0001,0000,16
H_PTM_DeNOx_EGRTmptr_Inh_Flag,07B8,1C,0000,4
H_SFD_DeltaP_High_Flag,078E,1D,0000,7
H_SFL_Time_Trigger,06ED,1A,0000,7
H_SFL_Tool_Trigger,06ED,1C,0000,7
H_SFP_H4_Term,0919,1C,0000,6
H_SFP_MBSLE_Decr_Cond,090E,1,0000,6
H_SFP_Norm_Parameter14,0917,1A,0000,6
H_SFP_Norm_Parameter2,0917,1C,0000,6
H_SFP_Norm_Parameter3,0917,1E,0000,6
H_Start_Active_DeSoot_dP_Trigger,06ED,1E,0000,7
IAT_Status_Line_Toggle_Flag,0447,1A,0000,7
IMT_Error_Counter,1902,001A,0000,7
Injector_Cyl4_Trim_Code,0276,1E,0000,7
Intake_Air_Throt_Diag_Line,0447,1C,0000,7
J1850_Lockup_Status,8A7D,001A,0000,16
J1939_O2_TO_Error,1036,1C,0000,6
J1939_VGT_Selfcal_Position,0309,1E,0000,6
J2190_Security_Seed,8A7D,001E,0000,10
Key_On_Delay_Counter,0447,1E,0000,7
LDA_EGR_Enable,169F,1C,0000,7
LDA_EGR_Valve_Cmd,169F,1E,0000,7
Lift_Pump_Driver_Feedback_Priority,12A8,0001,0000,16
Low_Oil_Switch,1612,0001,0000,16
Low_Oil_Switch_Global_Default,1571,0001,0000,16
Low_Oil_Switch_Inversion,1572,0001,0000,16
Low_Oil_Switch_Is_Refreshed,1561,0001,0000,16
Low_Oil_Switch_Raw,1574,0001,0000,16
Low_Oil_Switch_User_Override,1575,0001,0000,16
Low_Oil_Switch_User_Value,1576,0001,0000,16
LSG_Reverse_Slew_Transition_Timer,1065,1E,0000,7
LSG_VGT_Cleaning_Test_Speed,14F0,1C,0000,4
MAF_Final_Df_Dt,05CA,1A,0000,6
Maintenance_Lamp_Driver_Open_Control_Error,1036,001C,0000,16
Maintenance_Lamp_Driver_Priority,12A7,0001,0000,16
NAC_Out_O2_Diag_High_Flag,077C,1,0000,6
NAC_Out_O2_High_Rat_State,06D9,1A,0000,7
NAC_Out_O2_Low_Rat_Complete,06D9,1C,0000,7
NAC_Out_O2_Low_Rat_Fail_Count,06D9,1E,0000,7
NOx_Aux2Qty_Ramped_Interp_Fact,911B,1A,0000,7
NOx_Aux2SOI_Ramped_Interp_Fact,911B,1C,0000,7
NOx_Cert_3500_Flag,0383,1,0000,6
OBD_BB_EOT_HC_Pass_Time,19CA,1A,0000,6
OBD_BB_EOT_HC_Run_Time,19CA,1C,0000,6
OBD_BB_EOT_Keyon_Filtered_Count,19CA,1E,0000,6
OBD_ECE_Error_Count,043F,1C,0000,6
OBD_ELD_FPR_LF_Flag,08E6,1A,0000,7
OBD_ELD_IATDC_Release_Value,08E6,1C,0000,7
OBD_ELD_IAT_Release_Value,08E6,1E,0000,7
OBD_Fuel_Pressure_Control_Requested,05C3,1E,0000,7
Octal_Switch_Outputs,8B99,0001,0000,16
O_SFD_Limit_Flag_Reset,078E,1C,0000,7
Overspeed_FSO_Override,106B,001A,0000,16
Overspeed_Pump_Shutoff_Error,1036,001C,0000,16
P_AFT_TI_Trip_Peak_Soot_Load,07AC,1A,0000,7
PCM_1_Msg_Data,8D26,01A4,0000,5
P_Dn_O2_Heater_Error,1036,1E,0000,6
P_Dn_O2_High_Error,1036,1E,0000,7
P_Dn_O2_Htr_Func_Error,1036,1E,0000,7
P_Dn_O2_Htr_High_Error,1036,1E,0000,7
P_Dn_O2_Sensor_Error,1036,1E,0000,6
P_DOC_OverTmptr_Persist_Error,1036,1A,0000,7
P_DOC_Severe_OverTmptr_Error,1036,1A,0000,7
P_DPF_OverTmptr_Persist_Error,1036,1A,0000,7
P_DPF_Severe_High_Tmptr_Error,1036,1A,0000,7
P_DPF_Severe_OverTmptr_Error,1036,1A,0000,7
PilotCC_DeSOx_Beta1_Fuel_Quantity,05F8,1A,0000,7
PilotCC_DeSOx_Fuel_Quantity,05F8,1C,0000,7
PilotCC_Fuel_Quantity,05F8,1E,0000,7
Pilot_SOI_Alpha1,8850,1A,0000,7
P_NAC_In_O2_High_Rat_Error,1036,1E,0000,7
P_NAC_In_O2_Low_Rat_Error,1036,1E,0000,7
P_NAC_Out_O2_High_Rat_Error,1036,1E,0000,7
P_NAC_Out_O2_Low_Rat_Error,1036,1E,0000,7
P_O2_Supply_Voltage_Error,1036,1C,0000,6
P_OBD_RPF_DeltaP_Eff_Error,1036,1E,0000,7
P_OBD_RPF_R_Eff_Error,1036,1E,0000,7
PPS_Max_Sys_WD_Offset,8BAC,1A,0B37,6
PPS_Throttle_ITN_2871_Pad,8BAC,1E,0B37,6
Programming_Voltage_Enable_Priority,12A7,001A,0000,16
PTO_Coast_Switch_Priority,12A8,1F,0000,7
PTO_Resume_Switch,000E,1,0000,7
PTO_Resume_Switch_Global_Default,1571,1,0000,7
PTO_Resume_Switch_Inversion,1572,1,0000,7
PTO_Resume_Switch_Is_Refreshed,1561,1,0000,7
PTO_Resume_Switch_Map,1573,1C,0000,7
PTO_Resume_Switch_Raw,1574,1,0000,7
PTO_Resume_Switch_User_Override,1575,1,0000,7
PTO_Resume_Switch_User_Value,0628,1,0000,7
PTO_Set_Switch_Priority,12A8,1E,0000,7
P_TSR_AT1_Dither_Rationality_Error,1036,1C,0000,7
P_TSR_AT1_Keyon_Rationality_Error,1036,1C,0000,7
P_TSR_AT2_Dither_Rationality_Error,1036,1C,0000,7
P_TSR_AT2_Keyon_Rationality_Error,1036,1C,0000,7
P_TSR_AT3_Dither_Rationality_Error,1036,1C,0000,7
P_TSR_AT3_Keyon_Rationality_Error,1036,1C,0000,7
P_Up_O2_Heater_Error,1036,1E,0000,6
P_Up_O2_High_Error,1036,1E,0000,7
P_Up_O2_Htr_Func_Error,1036,1E,0000,7
P_Up_O2_Htr_High_Error,1036,1E,0000,7
P_Up_O2_Sensor_Error,1036,1E,0000,6
RE_Brake_3_4_Upshift_RPM_Limit,8BBB,001C,0B41,7
RE_Brake_4_3_Downshift_Limit,8BBB,001A,0B41,7
RE_Brake_Upshift_Throttle_Limit,8BBB,001E,0B41,7
RE_Cruise_Active,8C19,0001,0000,10
RE_Decel_Mode_Active,8C19,0001,0000,10
Regen_Complete_Msg_Timer,8B2E,1E,0000,6
RE_Governor_Pressure_Rationality_Timer,8C56,0001,0000,10
RE_Governor_Pr_Mid_Rat_Pass_Count_Limit,8C59,001C,0FD2,7
RE_Init_Cal_Complete,8C19,0001,0000,10
release_status_padding,0011,0001,0000,16
RE_Lockup_Delay_2_3,8C17,001A,0000,10
RE_Lockup_Delay_2_3_Max,8C18,001A,0B9C,10
RE_Lockup_Delay_3_4,8C17,001C,0000,10
RE_Lockup_Delay_3_4_Max,8C18,001C,0B9C,10
RE_Lockup_Delay_4_3,8C17,001E,0000,10
RE_Low_Range_1_2_Timer_Max,8BBC,001A,0B42,10
RE_Low_Range_2_3_Timer_Max,8BBC,001C,0B42,10
RE_Low_Range,8C19,0001,0000,10
RE_Low_Range_Eng_Accel_2,8BBC,001E,0B42,10
RE_Low_Range_Max,8C18,001E,0B9C,10
RE_PID_Error_Brkpt_0_Den,8BB5,001A,0B29,10
RE_PID_Error_Brkpt_0_Num,8BB5,001C,0B29,10
RE_PID_Error_Brkpt_1,8BB5,001E,0B29,10
RE_Prev_Calc_Neg,8C19,0001,0000,10
RE_Previous_Brake_Switch,8C19,0001,0000,10
RE_Relock,8C19,0001,0000,10
RE_Stored_NV_Ratio,8CE5,0001,0000,10
RE_Torque_Calc_Gear,8BBD,001C,0000,20
RE_Torque_Change_1_2,8BBD,001A,0000,10
RE_Trans_Flag2,8C19,0001,0000,10
RE_Turbine_Scale,8BBD,001E,0000,10
RE_TVA_Limp_Launch_High_Flag,8C19,001A,0000,7
RE_TVA_Limp_Launch_Low_Flag,8C19,001A,0000,7
RE_TVA_Rat_Pass_Counts,8D24,0001,0000,7
Reverse_ESP_Enable,106B,001A,0000,16
RGM_Lambda_P_Catalyst_Fuel,910B,1A,0000,7
RGM_Midload_Trim_Fuel,910B,1C,0000,7
Road_Speed_Valid_Flag,8A7C,1A,0000,7
Sampled_Throttle,1515,001A,0000,16
SD_LSG_Delay_Time,14F0,1A,0000,6
Sensor_Values_Vector,07A6,1A,0000,7
SFD_DeltaP_High_Error,1036,1C,0000,7
SFD_Tmptr_High_Error,1036,1C,0000,7
SOx_Aux2Qty_Ramped_Interp_Fact,911B,1E,0000,7
Sticky_Err_Frame,8A11,0001,0000,16
Sys_Gov_WD_EGR_Closed_Cmd,014A,1C,0000,7
Sys_WD_LSG_RPM,014A,1E,0000,7
Sys_WD_Throt_Percent_Offset,014A,1A,0000,7
T2_Lamp_Driver_High_Control_Error,1036,001A,0000,16
T2_Lamp_Driver_Low_Control_Error,1036,001A,0000,16
T2_Lockout_Driver_High_Control_Error,1036,001A,0000,16
T2_Lockout_Driver_Low_Control_Error,1036,001A,0000,16
T2_Low_Gear_Driver,1577,0001,0000,16
T2_Low_Gear_Driver_High_Control_Error,1036,001A,0000,16
T2_Low_Gear_Driver_Inversion,1578,0001,0000,16
T2_Low_Gear_Driver_Low_Control_Error,1036,001A,0000,16
