firmware,address,current_name,classification,prefix,indicators,suggested_name
cm848,0x00028d30,setGovernorFilterPointer,unknown,cm848_,,cm848_setGovernorFilterPointer
cm848,0x00028d44,updateSpeedLimitFromCoolant,unknown,cm848_,,cm848_updateSpeedLimitFromCoolant
cm848,0x0002906c,calculateProtectionSpeedLimits,unknown,cm848_,,cm848_calculateProtectionSpeedLimits
cm848,0x000298a0,applySpeedLimitConstraints,unknown,cm848_,,cm848_applySpeedLimitConstraints
cm848,0x00029afc,updateGovernorSpeedLimits,unknown,cm848_,,cm848_updateGovernorSpeedLimits
cm848,0x00029b38,calculateGovernorCompensation,unknown,cm848_,,cm848_calculateGovernorCompensation
cm848,0x00029bf8,initGovernorStateVariables,unknown,cm848_,,cm848_initGovernorStateVariables
cm848,0x00029c80,initGovernorLookupDimensions,unknown,cm848_,,cm848_initGovernorLookupDimensions
cm848,0x00029c98,calculateFuelDemandFilter,unknown,cm848_,,cm848_calculateFuelDemandFilter
cm848,0x00029de0,initFuelDemandFilterDimensions,unknown,cm848_,,cm848_initFuelDemandFilterDimensions
cm848,0x00029e24,initProtectionFilterAccumulators,unknown,cm848_,,cm848_initProtectionFilterAccumulators
cm848,0x00029e50,processEngineConfigSpeedControl,unknown,cm848_,,cm848_processEngineConfigSpeedControl
cm848,0x00029f3c,absoluteValue16,unknown,cm848_,,cm848_absoluteValue16
cm848,0x00029f54,checkSensorDeviationFlags,unknown,cm848_,,cm848_checkSensorDeviationFlags
cm848,0x0002a214,processSensorDeviationOnKeyoff,unknown,cm848_,,cm848_processSensorDeviationOnKeyoff
cm848,0x0002a2b4,resetSensorDeviationTracking,unknown,cm848_,,cm848_resetSensorDeviationTracking
cm848,0x0002a2d0,calculateProtectionRpmFilter,unknown,cm848_,,cm848_calculateProtectionRpmFilter
cm848,0x0002a4b0,calculateProtectionLoadCompensation,unknown,cm848_,,cm848_calculateProtectionLoadCompensation
cm848,0x0002a918,checkProtectionParamLimit,unknown,cm848_,,cm848_checkProtectionParamLimit
cm848,0x0002ab2c,processProtectionParamDelta,unknown,cm848_,,cm848_processProtectionParamDelta
cm848,0x0002abc8,initProtectionFilterState,unknown,cm848_,,cm848_initProtectionFilterState
cm848,0x0002ac44,smoothProtectionParamTransition,unknown,cm848_,,cm848_smoothProtectionParamTransition
cm848,0x0002ad28,setProtectionParamFromRpm,unknown,cm848_,,cm848_setProtectionParamFromRpm
cm848,0x0002ad48,initProtectionSmoothingPointer,unknown,cm848_,,cm848_initProtectionSmoothingPointer
cm848,0x0002ad68,evaluateProtectionCondition,unknown,cm848_,,cm848_evaluateProtectionCondition
cm848,0x0002afd0,processProtectionControlStateMachine,unknown,cm848_,,cm848_processProtectionControlStateMachine
cm848,0x0002ba7c,updateProtectionPreviousParam,unknown,cm848_,,cm848_updateProtectionPreviousParam
cm848,0x0002bb24,initProtectionEvalState,unknown,cm848_,,cm848_initProtectionEvalState
cm848,0x0002bbe8,updateGovernorFromProtection,unknown,cm848_,,cm848_updateGovernorFromProtection
cm848,0x0002bd38,resetProtectionBypass,unknown,cm848_,,cm848_resetProtectionBypass
cm848,0x0002bd58,j1939HandlePgn65264Pto,unknown,cm848_,,cm848_j1939HandlePgn65264Pto
cm848,0x0002bf44,updateFaultOnKeyoff,unknown,cm848_,,cm848_updateFaultOnKeyoff
cm848,0x0002bf6c,calculateRpmLimitsFromProtection,unknown,cm848_,,cm848_calculateRpmLimitsFromProtection
cm848,0x0002c0fc,emptyStubFunction6,unknown,cm848_,,cm848_emptyStubFunction6
cm848,0x0002c100,initProtectionLimitVariables,unknown,cm848_,,cm848_initProtectionLimitVariables
cm848,0x0002c114,updateTorqueLimitFromProtection,unknown,cm848_,,cm848_updateTorqueLimitFromProtection
cm848,0x0002c14c,updateTorqueLimitFromThreshold,unknown,cm848_,,cm848_updateTorqueLimitFromThreshold
cm848,0x0002c180,trackFuelDemandThreshold,unknown,cm848_,,cm848_trackFuelDemandThreshold
cm848,0x0002c23c,processProtectionLimitActivation,unknown,cm848_,,cm848_processProtectionLimitActivation
cm848,0x0002c318,checkSafetyConditionsForProtection,unknown,cm848_,,cm848_checkSafetyConditionsForProtection
cm848,0x0002c3c8,processProtectionControlLogic,unknown,cm848_,,cm848_processProtectionControlLogic
cm848,0x0002c4fc,updateRpmProtectionLimits,unknown,cm848_,,cm848_updateRpmProtectionLimits
cm848,0x0002c6c4,updateProtectionEntryConditions,unknown,cm848_,,cm848_updateProtectionEntryConditions
cm848,0x0002c764,processProtectionEntry,unknown,cm848_,,cm848_processProtectionEntry
cm848,0x0002c9bc,initFuelControlModeVariables,mpc555,mpc555_,ram003f,mpc555_initFuelControlModeVariables
cm848,0x0002ca14,calculateSpeedControlLimit,unknown,cm848_,,cm848_calculateSpeedControlLimit
cm848,0x0002caa0,checkSpeedZeroCondition,unknown,cm848_,,cm848_checkSpeedZeroCondition
cm848,0x0002cb54,selectFuelControlMode,unknown,cm848_,,cm848_selectFuelControlMode
cm848,0x0002cbe8,calculateSpeedControlRampUp,unknown,cm848_,,cm848_calculateSpeedControlRampUp
cm848,0x0002cc90,calculateSpeedControlRampDown,unknown,cm848_,,cm848_calculateSpeedControlRampDown
cm848,0x0002cd38,updateSpeedControlOutputs,unknown,cm848_,,cm848_updateSpeedControlOutputs
cm848,0x0002cdb4,selectSpeedControlGains,unknown,cm848_,,cm848_selectSpeedControlGains
cm848,0x0002ce8c,processSpeedControlModeLogic,unknown,cm848_,,cm848_processSpeedControlModeLogic
cm848,0x0002cebc,calculateSpeedControlFiltered,unknown,cm848_,,cm848_calculateSpeedControlFiltered
cm848,0x0002d208,selectFuelControlModeOutput,unknown,cm848_,,cm848_selectFuelControlModeOutput
cm848,0x0002d2f8,calculateFuelControlLimits,unknown,cm848_,,cm848_calculateFuelControlLimits
cm848,0x0002d428,processFuelControlProtectionFlags,unknown,cm848_,,cm848_processFuelControlProtectionFlags
cm848,0x0002d5d8,processFuelControlOutput,unknown,cm848_,,cm848_processFuelControlOutput
cm848,0x0002d600,initProtectionModeDefaults,unknown,cm848_,,cm848_initProtectionModeDefaults
cm848,0x0002d638,initFuelControlStateVariables,unknown,cm848_,,cm848_initFuelControlStateVariables
cm848,0x0002d7a4,updateSpeedControlCounter1,unknown,cm848_,,cm848_updateSpeedControlCounter1
cm848,0x0002d88c,processSpeedControlFilter1,unknown,cm848_,,cm848_processSpeedControlFilter1
cm848,0x0002d9f4,updateSpeedControlCounter2,unknown,cm848_,,cm848_updateSpeedControlCounter2
cm848,0x0002dadc,processSpeedControlFilter2,unknown,cm848_,,cm848_processSpeedControlFilter2
cm848,0x0002dc40,initProtectionControlState,unknown,cm848_,,cm848_initProtectionControlState
cm848,0x0002e02c,clearDiagnosticConditionFlags,unknown,cm848_,,cm848_clearDiagnosticConditionFlags
cm848,0x0002e17c,processFaultCounterTimeout,unknown,cm848_,,cm848_processFaultCounterTimeout
cm848,0x0002e1f0,incrementFaultTimeoutCounter,unknown,cm848_,,cm848_incrementFaultTimeoutCounter
cm848,0x0002e250,processFaultConditionLogic,unknown,cm848_,,cm848_processFaultConditionLogic
cm848,0x0002e488,calculateFaultThresholdDelta,unknown,cm848_,,cm848_calculateFaultThresholdDelta
cm848,0x0002e4cc,processFaultThresholdCondition,unknown,cm848_,,cm848_processFaultThresholdCondition
cm848,0x0002e74c,processFaultConditionFlags,unknown,cm848_,,cm848_processFaultConditionFlags
cm848,0x0002e9c8,clearFaultStatusCounters,unknown,cm848_,,cm848_clearFaultStatusCounters
cm848,0x0002ea58,processFaultStatusCalculation,unknown,cm848_,,cm848_processFaultStatusCalculation
cm848,0x0002ed30,clearFaultStatusValues,unknown,cm848_,,cm848_clearFaultStatusValues
cm848,0x0002edc0,processFaultCondition1,unknown,cm848_,,cm848_processFaultCondition1
cm848,0x0002ef34,calculateFaultStatusValue,unknown,cm848_,,cm848_calculateFaultStatusValue
cm848,0x0002efe4,processFaultConditionMain,unknown,cm848_,,cm848_processFaultConditionMain
cm848,0x0002f154,processFaultCondition2,unknown,cm848_,,cm848_processFaultCondition2
cm848,0x0002f2c8,calculateFaultStatusOffset,unknown,cm848_,,cm848_calculateFaultStatusOffset
cm848,0x0002f3a0,processFaultStatusWord2,unknown,cm848_,,cm848_processFaultStatusWord2
cm848,0x0002f524,calculateFaultRateValue,unknown,cm848_,,cm848_calculateFaultRateValue
cm848,0x0002f5a4,processFaultStatusMain,unknown,cm848_,,cm848_processFaultStatusMain
cm848,0x0002f604,calculateDiagnosticStatusBits,unknown,cm848_,,cm848_calculateDiagnosticStatusBits
cm848,0x0002f6a0,processFaultStatusFlags,unknown,cm848_,,cm848_processFaultStatusFlags
cm848,0x0002f784,initFaultStatusFilterState,unknown,cm848_,,cm848_initFaultStatusFilterState
cm848,0x0002f860,protectionNormalHandler,unknown,cm848_,,cm848_protectionNormalHandler
cm848,0x0002f920,protectionOverloadHandler,unknown,cm848_,,cm848_protectionOverloadHandler
cm848,0x0002fe48,protectionCleanupHandler,unknown,cm848_,,cm848_protectionCleanupHandler
cm848,0x0003004c,protectionShutdownHandler,unknown,cm848_,,cm848_protectionShutdownHandler
cm848,0x00030194,protectionOutputController,unknown,cm848_,,cm848_protectionOutputController
cm848,0x00030ad4,protectionFinalizeState,unknown,cm848_,,cm848_protectionFinalizeState
cm848,0x00031320,protectionFuelDemandCheck,unknown,cm848_,,cm848_protectionFuelDemandCheck
cm848,0x0003148c,protectionTimeoutHandler,unknown,cm848_,,cm848_protectionTimeoutHandler
cm848,0x00031584,protectionWarmupHandler,unknown,cm848_,,cm848_protectionWarmupHandler
cm848,0x000316cc,protectionStatusFlagHandler,unknown,cm848_,,cm848_protectionStatusFlagHandler
cm848,0x00031d98,protectionStateTransitionCheck,unknown,cm848_,,cm848_protectionStateTransitionCheck
cm848,0x000320e0,protectionScaledLimitCalculation,unknown,cm848_,,cm848_protectionScaledLimitCalculation
cm848,0x00032250,protectionRateOfChangeCalculation,unknown,cm848_,,cm848_protectionRateOfChangeCalculation
cm848,0x0003241c,calculateProtectionFuelDemandThreshold,unknown,cm848_,,cm848_calculateProtectionFuelDemandThreshold
cm848,0x0003257c,processProtectionStateFlags,unknown,cm848_,,cm848_processProtectionStateFlags
cm848,0x00032b00,protectionThresholdMonitor,unknown,cm848_,,cm848_protectionThresholdMonitor
cm848,0x00032efc,protectionStateMachine,unknown,cm848_,,cm848_protectionStateMachine
cm848,0x000331cc,initProtectionFilterVariables,mpc555,mpc555_,ram003f,mpc555_initProtectionFilterVariables
cm848,0x00033488,evaluateProtectionModeFlags,unknown,cm848_,,cm848_evaluateProtectionModeFlags
cm848,0x000335e4,decrementProtectionTimers,unknown,cm848_,,cm848_decrementProtectionTimers
cm848,0x00033948,calculateProtectionConditions,unknown,cm848_,,cm848_calculateProtectionConditions
cm848,0x0003491c,filterProtectionLoadValue,unknown,cm848_,,cm848_filterProtectionLoadValue
cm848,0x00034a30,evaluateProtectionFaultCondition,unknown,cm848_,,cm848_evaluateProtectionFaultCondition
cm848,0x00034abc,processCalibrationTablesMain,unknown,cm848_,,cm848_processCalibrationTablesMain
cm848,0x00034b14,initProtectionSystem,unknown,cm848_,,cm848_initProtectionSystem
cm848,0x00034dd4,processProtectionFaultSeverity,unknown,cm848_,,cm848_processProtectionFaultSeverity
cm848,0x00034f4c,processProtectionRateLimitFlags,unknown,cm848_,,cm848_processProtectionRateLimitFlags
cm848,0x00035154,calculateProtectionThresholdLimit,unknown,cm848_,,cm848_calculateProtectionThresholdLimit
cm848,0x00035328,processProtectionStateMachine,unknown,cm848_,,cm848_processProtectionStateMachine
cm848,0x00035370,updateSensorBufferValues,unknown,cm848_,,cm848_updateSensorBufferValues
cm848,0x00035518,copySensorValuesToBuffer,unknown,cm848_,,cm848_copySensorValuesToBuffer
cm848,0x00035558,processSensorLookupTable5,unknown,cm848_,,cm848_processSensorLookupTable5
cm848,0x000355e4,initSensorLookupTable5,unknown,cm848_,,cm848_initSensorLookupTable5
cm848,0x00035670,calculateSensorLookupValue,unknown,cm848_,,cm848_calculateSensorLookupValue
cm848,0x000356fc,updateSensorLookupTable,unknown,cm848_,,cm848_updateSensorLookupTable
cm848,0x00035788,processSensorLookupTable4,unknown,cm848_,,cm848_processSensorLookupTable4
cm848,0x00035814,initSensorLookupTable4,unknown,cm848_,,cm848_initSensorLookupTable4
cm848,0x000358a0,processSensorLookupTable3,unknown,cm848_,,cm848_processSensorLookupTable3
cm848,0x0003592c,initSensorLookupTable3,unknown,cm848_,,cm848_initSensorLookupTable3
cm848,0x000359b8,processSensorLookupTable2,unknown,cm848_,,cm848_processSensorLookupTable2
cm848,0x00035a44,initSensorLookupTable2,unknown,cm848_,,cm848_initSensorLookupTable2
cm848,0x00035ad0,processSensorLookupTable0,unknown,cm848_,,cm848_processSensorLookupTable0
cm848,0x00035b5c,initSensorLookupTable1,unknown,cm848_,,cm848_initSensorLookupTable1
cm848,0x00035be8,processSensorLookupTable1,unknown,cm848_,,cm848_processSensorLookupTable1
cm848,0x00035c74,initSensorLookupTableInit1,unknown,cm848_,,cm848_initSensorLookupTableInit1
cm848,0x00035d00,processSensorTemperatureData,unknown,cm848_,,cm848_processSensorTemperatureData
cm848,0x00035d48,computeTemperatureDifferential,unknown,cm848_,,cm848_computeTemperatureDifferential
cm848,0x00035d70,enableSensorFilterUpdate,unknown,cm848_,,cm848_enableSensorFilterUpdate
cm848,0x00035d80,processSensorFilterCalibration,unknown,cm848_,,cm848_processSensorFilterCalibration
cm848,0x00035f14,initSensorCalibrationTables,mpc555,mpc555_,ram003f,mpc555_initSensorCalibrationTables
cm848,0x00035fa8,processFaultScanLookup,unknown,cm848_,,cm848_processFaultScanLookup
cm848,0x00036220,processMultiAxisInterpolation,unknown,cm848_,,cm848_processMultiAxisInterpolation
cm848,0x000367a4,j1939QueueEngineStatus,unknown,cm848_,,cm848_j1939QueueEngineStatus
cm848,0x0003682c,j1939SetupTransportSession,unknown,cm848_,,cm848_j1939SetupTransportSession
cm848,0x0003686c,j1939QueuePeriodicMessage2,unknown,cm848_,,cm848_j1939QueuePeriodicMessage2
cm848,0x0003691c,j1939CheckTxTimeouts,unknown,cm848_,,cm848_j1939CheckTxTimeouts
cm848,0x000369cc,j1939UpdateTxTimers,unknown,cm848_,,cm848_j1939UpdateTxTimers
cm848,0x00036b10,updateJ1939TxTimerCounter,unknown,cm848_,,cm848_updateJ1939TxTimerCounter
cm848,0x00036b68,j1939QueueStatusMessage,unknown,cm848_,,cm848_j1939QueueStatusMessage
cm848,0x00036bd8,j1939QueuePeriodicMessage1,unknown,cm848_,,cm848_j1939QueuePeriodicMessage1
cm848,0x00036c1c,j1939FormatProprietaryStatus,unknown,cm848_,,cm848_j1939FormatProprietaryStatus
cm848,0x00036cec,processJ1939PeriodicMessages,unknown,cm848_,,cm848_processJ1939PeriodicMessages
cm848,0x00036de0,initJ1939TimerBuffers,unknown,cm848_,,cm848_initJ1939TimerBuffers
cm848,0x00036f48,initJ1939StatusMessages,unknown,cm848_,,cm848_initJ1939StatusMessages
cm848,0x00037130,initPeriodicTimerChannel6,unknown,cm848_,,cm848_initPeriodicTimerChannel6
cm848,0x00037180,initPeriodicTimerChannel5,unknown,cm848_,,cm848_initPeriodicTimerChannel5
cm848,0x000371d0,initPeriodicTimerChannel4,unknown,cm848_,,cm848_initPeriodicTimerChannel4
cm848,0x00037214,initPeriodicTimerChannel1,unknown,cm848_,,cm848_initPeriodicTimerChannel1
cm848,0x00037270,initPeriodicTimerChannel2,unknown,cm848_,,cm848_initPeriodicTimerChannel2
cm848,0x000372c0,initPeriodicTimerChannel3,unknown,cm848_,,cm848_initPeriodicTimerChannel3
cm848,0x00037334,initPeriodicTimerSystem,unknown,cm848_,,cm848_initPeriodicTimerSystem
cm848,0x000373b0,calculateFuelDemandOffsetTrim,unknown,cm848_,,cm848_calculateFuelDemandOffsetTrim
cm848,0x0003744c,initFuelDemandOffsetFilter,mpc555,mpc555_,ram003f,mpc555_initFuelDemandOffsetFilter
cm848,0x00037464,j1939PeriodicTimerCallback,unknown,cm848_,,cm848_j1939PeriodicTimerCallback
cm848,0x000374b8,initJ1939PeriodicConfig,unknown,cm848_,,cm848_initJ1939PeriodicConfig
cm848,0x00037580,j1939SendPeriodicMessage,unknown,cm848_,,cm848_j1939SendPeriodicMessage
cm848,0x000375c8,processProtectionCoolantLookup,unknown,cm848_,,cm848_processProtectionCoolantLookup
cm848,0x00037658,processProtectionVoltageOffset,unknown,cm848_,,cm848_processProtectionVoltageOffset
cm848,0x000376dc,dispatchProtectionOutputMode,unknown,cm848_,,cm848_dispatchProtectionOutputMode
cm848,0x00037744,filterProtectionOutput,unknown,cm848_,,cm848_filterProtectionOutput
cm848,0x00037a40,calculateProtectionOutputDemand,unknown,cm848_,,cm848_calculateProtectionOutputDemand
cm848,0x00037c74,applyProtectionOutputDemand,unknown,cm848_,,cm848_applyProtectionOutputDemand
cm848,0x00037f28,checkProtectionOutputConditions,unknown,cm848_,,cm848_checkProtectionOutputConditions
cm848,0x00038120,processProtectionMode2,unknown,cm848_,,cm848_processProtectionMode2
cm848,0x000384d0,initProtectionFilterValues,unknown,cm848_,,cm848_initProtectionFilterValues
cm848,0x0003866c,processEngineRpmTarget,unknown,cm848_,,cm848_processEngineRpmTarget
cm848,0x00038760,processEngineRpmDerivative,unknown,cm848_,,cm848_processEngineRpmDerivative
cm848,0x00038824,initEngineRpmFilterPointers,unknown,cm848_,,cm848_initEngineRpmFilterPointers
cm848,0x00038868,setEngineRpmFromCalibration,unknown,cm848_,,cm848_setEngineRpmFromCalibration
cm848,0x0003889c,processSafetyConditionProtection,unknown,cm848_,,cm848_processSafetyConditionProtection
cm848,0x00038a98,initProtectionFilterLimits,unknown,cm848_,,cm848_initProtectionFilterLimits
cm848,0x00038ac8,processJ1939DiagnosticMessages,unknown,cm848_,,cm848_processJ1939DiagnosticMessages
cm848,0x00038c90,triggerJ1939TransmitMessage,mpc555,mpc555_,usiu_,mpc555_triggerJ1939TransmitMessage
cm848,0x00038cf0,j1939ProcessPeriodicTx,unknown,cm848_,,cm848_j1939ProcessPeriodicTx
cm848,0x00039004,processCalibrationChecksumResponse,unknown,cm848_,,cm848_processCalibrationChecksumResponse
cm848,0x00039bc0,handleJ1939MessageTimeout,unknown,cm848_,,cm848_handleJ1939MessageTimeout
cm848,0x00039c44,processUdsTransmitBuffer,unknown,cm848_,,cm848_processUdsTransmitBuffer
cm848,0x00039d18,processCanMessageIndex,unknown,cm848_,,cm848_processCanMessageIndex
cm848,0x00039e30,j1939TransmitDiagnosticResponse,unknown,cm848_,,cm848_j1939TransmitDiagnosticResponse
cm848,0x00039f54,j1939MessageResponseCallback,unknown,cm848_,,cm848_j1939MessageResponseCallback
cm848,0x0003a058,clearCanMessageState,unknown,cm848_,,cm848_clearCanMessageState
cm848,0x0003a080,resetUdsSessionState,unknown,cm848_,,cm848_resetUdsSessionState
cm848,0x0003a0cc,clearJ1939SyncFlags,unknown,cm848_,,cm848_clearJ1939SyncFlags
cm848,0x0003a100,initUdsResponseBuffer,hpcr,hpcr_,cbd_,hpcr_initUdsResponseBuffer
cm848,0x0003a290,processJ1939DM1Pending,unknown,cm848_,,cm848_processJ1939DM1Pending
cm848,0x0003a450,initJ1939MessageTables,hpcr,hpcr_,cbd_,hpcr_initJ1939MessageTables
cm848,0x0003a9a4,initJ1939BufferValues,hpcr,hpcr_,cbd_,hpcr_initJ1939BufferValues
cm848,0x0003aaf0,initJ1939BufferParams,unknown,cm848_,,cm848_initJ1939BufferParams
cm848,0x0003ab20,clearCanMessageBuffers,unknown,cm848_,,cm848_clearCanMessageBuffers
cm848,0x0003abc4,initJ1939TransmitSchedule,mpc555,mpc555_,ram002f,mpc555_initJ1939TransmitSchedule
cm848,0x0003ad04,initJ1939CommunicationSystem,unknown,cm848_,,cm848_initJ1939CommunicationSystem
cm848,0x0003ad80,j1939TransmitScheduleCallback,unknown,cm848_,,cm848_j1939TransmitScheduleCallback
cm848,0x0003adcc,processJ1939ReceivedMessages,unknown,cm848_,,cm848_processJ1939ReceivedMessages
cm848,0x0003afb8,calculateSecurityChecksum,unknown,cm848_,,cm848_calculateSecurityChecksum
cm848,0x0003afc8,validateDataWithChecksumTable,unknown,cm848_,,cm848_validateDataWithChecksumTable
cm848,0x0003b030,processUdsSecurityService,unknown,cm848_,,cm848_processUdsSecurityService
cm848,0x0003b910,processProtectionCounters,unknown,cm848_,,cm848_processProtectionCounters
cm848,0x0003b95c,decrementProtectionChannelValue,unknown,cm848_,,cm848_decrementProtectionChannelValue
cm848,0x0003bb28,selectProtectionOverrideMode,unknown,cm848_,,cm848_selectProtectionOverrideMode
cm848,0x0003bb74,indirectJumpDispatcher,unknown,cm848_,,cm848_indirectJumpDispatcher
cm848,0x0003bd14,validateCalibrationAgainstEeprom,unknown,cm848_,,cm848_validateCalibrationAgainstEeprom
cm848,0x0003bd5c,validateCalibratedParameterDelta,unknown,cm848_,,cm848_validateCalibratedParameterDelta
cm848,0x0003bd60,validateCalibratedParameterChange,unknown,cm848_,,cm848_validateCalibratedParameterChange
cm848,0x0003be7c,thunk_setByteAtOffset1,unknown,cm848_,,cm848_thunk_setByteAtOffset1
cm848,0x0003be88,setByteAtOffset1,unknown,cm848_,,cm848_setByteAtOffset1
cm848,0x0003be90,processProtectionFaultFlags,unknown,cm848_,,cm848_processProtectionFaultFlags
cm848,0x0003bedc,initProtectionChannelState,unknown,cm848_,,cm848_initProtectionChannelState
cm848,0x0003c064,processProtectionChannelConfig,unknown,cm848_,,cm848_processProtectionChannelConfig
cm848,0x0003c090,evaluateProtectionChannelInput,unknown,cm848_,,cm848_evaluateProtectionChannelInput
cm848,0x0003c18c,selectProtectionChannelMode,unknown,cm848_,,cm848_selectProtectionChannelMode
cm848,0x0003c1d4,updateProtectionChannelOutput,unknown,cm848_,,cm848_updateProtectionChannelOutput
cm848,0x0003c1d8,finalizeProtectionChannelState,unknown,cm848_,,cm848_finalizeProtectionChannelState
cm848,0x0003c26c,processEngineRpmMonitoring,unknown,cm848_,,cm848_processEngineRpmMonitoring
cm848,0x0003c33c,configureOutputChannelFlags,unknown,cm848_,,cm848_configureOutputChannelFlags
cm848,0x0003c5f0,processProtectionStateChange,unknown,cm848_,,cm848_processProtectionStateChange
cm848,0x0003c62c,updateProtectionModeState,unknown,cm848_,,cm848_updateProtectionModeState
cm848,0x0003c6b0,processProtectionTimingCounter,unknown,cm848_,,cm848_processProtectionTimingCounter
cm848,0x0003c6ec,evaluateProtectionTimerThreshold,unknown,cm848_,,cm848_evaluateProtectionTimerThreshold
cm848,0x0003c8bc,checkProtectionVoltageInput,unknown,cm848_,,cm848_checkProtectionVoltageInput
cm848,0x0003c8ec,validateBatteryVoltageInput,hpcr,hpcr_,fuel_rail+cbd_,hpcr_validateBatteryVoltageInput
cm848,0x0003c928,processVoltageProtectionState,hpcr,hpcr_,fuel_rail,hpcr_processVoltageProtectionState
cm848,0x0003ca90,initFuelDemandFilterPointers,mpc555,mpc555_,ram003f,mpc555_initFuelDemandFilterPointers
cm848,0x0003caec,evaluateVoltageThresholds,unknown,cm848_,,cm848_evaluateVoltageThresholds
cm848,0x0003cbd4,calculateProtectionUnitConversion,unknown,cm848_,,cm848_calculateProtectionUnitConversion
cm848,0x0003cc10,storePressureConversionResult,unknown,cm848_,,cm848_storePressureConversionResult
cm848,0x0003ccb4,calculateFuelDemandLimit,unknown,cm848_,,cm848_calculateFuelDemandLimit
cm848,0x0003ccd4,calculateFuelDemandLimitState,unknown,cm848_,,cm848_calculateFuelDemandLimitState
cm848,0x0003cefc,trackFuelDemandMinimum,unknown,cm848_,,cm848_trackFuelDemandMinimum
cm848,0x0003cf40,initFuelDemandTrackingState,mpc555,mpc555_,ram003f,mpc555_initFuelDemandTrackingState
cm848,0x0003cf68,processFaultPendingFlags,unknown,cm848_,,cm848_processFaultPendingFlags
cm848,0x0003d070,processOperatingModeFlags,unknown,cm848_,,cm848_processOperatingModeFlags
cm848,0x0003d204,processFuelDemandEnableFlag,unknown,cm848_,,cm848_processFuelDemandEnableFlag
cm848,0x0003d3b8,processCalibration12FuelDemand,unknown,cm848_,,cm848_processCalibration12FuelDemand
cm848,0x0003d5fc,initFuelDemandLimits,unknown,cm848_,,cm848_initFuelDemandLimits
cm848,0x0003d618,j1939InitTransmitBuffer,mpc555,mpc555_,ram0030,mpc555_j1939InitTransmitBuffer
cm848,0x0003d68c,configurePeriodicTimer,unknown,cm848_,,cm848_configurePeriodicTimer
cm848,0x0003d904,j1939ConfigureMultiFrame,mpc555,mpc555_,ram0030,mpc555_j1939ConfigureMultiFrame
cm848,0x0003da60,j1939QueueTransmitMessage,unknown,cm848_,,cm848_j1939QueueTransmitMessage
cm848,0x0003dbc0,j1939ProcessTransmitQueue,unknown,cm848_,,cm848_j1939ProcessTransmitQueue
cm848,0x0003dcf4,triggerJ1939TransmitQueueProcess,unknown,cm848_,,cm848_triggerJ1939TransmitQueueProcess
cm848,0x0003dd28,initQsmcmQspiModule,mpc555,mpc555_,ram0030+ram002f,mpc555_initQsmcmQspiModule
cm848,0x0003dd88,clearEngineConditionCounter,unknown,cm848_,,cm848_clearEngineConditionCounter
cm848,0x0003dd98,processEngineConditionFlags,unknown,cm848_,,cm848_processEngineConditionFlags
cm848,0x0003dfb8,calculateFuelDemandValue,unknown,cm848_,,cm848_calculateFuelDemandValue
cm848,0x0003e210,setFuelDemandActiveFlag,unknown,cm848_,,cm848_setFuelDemandActiveFlag
cm848,0x0003e230,initFuelDemandFilterState,unknown,cm848_,,cm848_initFuelDemandFilterState
cm848,0x0003e2bc,processTorqueLimitConfig,unknown,cm848_,,cm848_processTorqueLimitConfig
cm848,0x0003e400,initTorqueLimitState,unknown,cm848_,,cm848_initTorqueLimitState
cm848,0x0003e42c,calculateTorqueCurveValue,unknown,cm848_,,cm848_calculateTorqueCurveValue
cm848,0x0003e520,initTorqueCurveState,unknown,cm848_,,cm848_initTorqueCurveState
cm848,0x0003e578,clearFuelDemandState,unknown,cm848_,,cm848_clearFuelDemandState
cm848,0x0003e5ac,dispatchFuelDemandCallback,unknown,cm848_,,cm848_dispatchFuelDemandCallback
cm848,0x0003e5f0,registerFuelDemandCallback,unknown,cm848_,,cm848_registerFuelDemandCallback
cm848,0x0003e620,processFuelDemandCallback,unknown,cm848_,,cm848_processFuelDemandCallback
cm848,0x0003e7c0,registerFuelDemandCallback2,unknown,cm848_,,cm848_registerFuelDemandCallback2
cm848,0x0003e7f0,processFuelDemandCallback2,unknown,cm848_,,cm848_processFuelDemandCallback2
cm848,0x0003e8d8,processFuelDemandTimeout,unknown,cm848_,,cm848_processFuelDemandTimeout
cm848,0x0003e914,transitionFuelDemandStateImmediate,unknown,cm848_,,cm848_transitionFuelDemandStateImmediate
cm848,0x0003e96c,processSensorInputFiltering,unknown,cm848_,,cm848_processSensorInputFiltering
cm848,0x0003e974,calculateTorqueLimitType1,unknown,cm848_,,cm848_calculateTorqueLimitType1
cm848,0x0003e984,calculateTorqueLimits,unknown,cm848_,,cm848_calculateTorqueLimits
cm848,0x0003e994,calculateTorqueLimitType2,unknown,cm848_,,cm848_calculateTorqueLimitType2
cm848,0x0003eca4,initThermalProtectionFilters,mpc555,mpc555_,ram003f,mpc555_initThermalProtectionFilters
cm848,0x0003eccc,setThermalProtectionMode5,unknown,cm848_,,cm848_setThermalProtectionMode5
cm848,0x0003ecdc,evaluateThermalProtectionActive,unknown,cm848_,,cm848_evaluateThermalProtectionActive
cm848,0x0003eea8,calculateThermalLimitValue,unknown,cm848_,,cm848_calculateThermalLimitValue
cm848,0x0003f054,processThermalDelayTimer,unknown,cm848_,,cm848_processThermalDelayTimer
