"name","comment","type","length","unit","memory_address","id","name_short","filename","inserted_at","full_name"
"ConfigFile.EPAASAMK","MASK FOR INPUT OF AMBIENT AIR PRESSURE~0-65535","0","2","MASK","0080D250",3887,"EPAASAMK","64t6","2025-08-29 10:43:57.544541","EPAASAMK"
"ConfigFile.EPAASODY","SHUTDOWN DELAY FOR AMBIENT AIR PRESSURE SHUTDOWN~0-255","0","2","SEC","00807166",3886,"EPAASODY","64t6","2025-08-29 10:43:57.542714","EPAASODY"
"ConfigFile.EPAASRRP","RPM TO REACH BEFORE FOR AMBIENT AIR PRESSURE ERRORS~0-8000","0","2","RPM","00807168",3884,"EPAASRRP","64t6","2025-08-29 10:43:57.538979","EPAASRRP"
"ConfigFile.EPAASRTM","DELAY AFTER RPM IS REACHED BEFORE AMBIENT AIR PRESSURE ERRORS~0-8000","0","2","RPM","0080716A",3883,"EPAASRTM","64t6","2025-08-29 10:43:57.537067","EPAASRTM"
"ConfigFile.EPAAWNTM","TIME DURATION TO WARN DRIVER BEFORE SHUTDOWN DUE TO AMBIENT AI~0-65535","0","2","SEC","00807170",3882,"EPAAWNTM","64t6","2025-08-29 10:43:57.535297","EPAAWNTM"
"ConfigFile.EPAERPST","STATE FLAG TO USE EPF'S RPM BREAKPOINTS FOR J1939.~0 - FFFF","0","2","HEX","0080D0DA",3881,"EPAERPST","64t6","2025-08-29 10:43:57.533648","EPAERPST"
"ConfigFile.EPBSDFLD","START DURATION FOR BOOST PRESSURE FUELING DERATE~0-65535","0","2","SEC","008070E8",3880,"EPBSDFLD","64t6","2025-08-29 10:43:57.531901","EPBSDFLD"
"ConfigFile.EPBSEREN","TRUE=BOOST PRESSURE ERROR ALLOWED, FALSE=NO ERROR ALLOW~1=TRUE/0=FALSE","0","2","","0080D1D8",3879,"EPBSEREN","64t6","2025-08-29 10:43:57.530243","EPBSEREN"
"ConfigFile.EPBSERFG","ERRORS ALLOWED TIMER RUNNING FLAG FOR BOOST PRESSURE~0-1","0","2","SEC","0080D1E6",3878,"EPBSERFG","64t6","2025-08-29 10:43:57.52853","EPBSERFG"
"ConfigFile.EPBSERTM","TIME SINCE RPM CROSSED BOOST PRESSURE. START MON RPM~0-65535","0","2","SEC","0080D1E4",3877,"EPBSERTM","64t6","2025-08-29 10:43:57.526972","EPBSERTM"
"ConfigFile.EPBSEXTM","BOOST PRESSURE EXTREMITY TIME~0-2^32","0","4","","00805860",3876,"EPBSEXTM","64t6","2025-08-29 10:43:57.525272","EPBSEXTM"
"ConfigFile.EPBSFLET","TOTAL TIME BOOST PRESSURE FUEL FAULT HAS BEEN ACTIVE~0-2^32","0","4","SEC","00805864",3874,"EPBSFLET","64t6","2025-08-29 10:43:57.52205","EPBSFLET"
"ConfigFile.EPBSFLFG","FAULT LOG RECORDING FLAG FOR BOOST PRESSURE FUELING~0-1","0","2","","0080586C",3873,"EPBSFLFG","64t6","2025-08-29 10:43:57.520314","EPBSFLFG"
"ConfigFile.EPBSFLFU","FAULT WHEN EPF BOOST PRESSURE FUEL ERROR FOUND~0-65535","0","2","NONE","00807100",3872,"EPBSFLFU","64t6","2025-08-29 10:43:57.51876","EPBSFLFU"
"ConfigFile.EPBSFLIC","TIME TO REACH FULL DERATE DURING BOOST PRESS ENG PROTE~1/256-65535/256","0","2","SEC","008070EC",3871,"EPBSFLIC","64t6","2025-08-29 10:43:57.517003","EPBSFLIC"
"ConfigFile.EPBSFLIN","INDEX INTO EPF FAULT LOG FOR BOOST PRESSURE FUELING~0-4","0","2","","0080586E",3870,"EPBSFLIN","64t6","2025-08-29 10:43:57.515177","EPBSFLIN"
"ConfigFile.EPBSFLIX","BOOST PRESSURE FUELING SEVERITY INDEX~0.0-0.1","0","2","","00805856",3869,"EPBSFLIX","64t6","2025-08-29 10:43:57.513622","EPBSFLIX"
"ConfigFile.EPBSFLRI","BOOST PRESSURE RESTART SEVERITY INDEX~0.0-0.1","0","2","","0080585A",3868,"EPBSFLRI","64t6","2025-08-29 10:43:57.511892","EPBSFLRI"
"ConfigFile.EPBSFLSA","POINTER TO BOOST PRESSURE FUEL FAULT LOG DATA~0 - 2^32","0","4","ADDR","0080D1E8",3867,"EPBSFLSA","64t6","2025-08-29 10:43:57.510208","EPBSFLSA"
"ConfigFile.EPBSFLSD","SHUTDOWN DURATION THRESHOLD FOR BOOST_PRESSURE FUEL~0 - 65535","0","2","SEC","008070F6",3866,"EPBSFLSD","64t6","2025-08-29 10:43:57.508527","EPBSFLSD"
"ConfigFile.EPBSFLSS","SHUTDOWN SEVERITY THRESHOLD FOR BOOST PRESSURE FUELING~0-100","0","2","INHG","00807106",3865,"EPBSFLSS","64t6","2025-08-29 10:43:57.506824","EPBSFLSS"
"ConfigFile.EPBSFLTM","AMOUNT OF TIME SINCE BOOST PRESSURE LOW FAILURE WAS DETECTED~0-65535","0","2","SEC","0080D1C8",3864,"EPBSFLTM","64t6","2025-08-29 10:43:57.505204","EPBSFLTM"
"ConfigFile.EPBSFSCU","AMOUNT OF TIME OVER BOOST PRESSURE FUEL SHUTDOWN THRESHOLD~0-65535","0","2","SEC","0080D1DC",3863,"EPBSFSCU","64t6","2025-08-29 10:43:57.503607","EPBSFSCU"
"ConfigFile.EPBSFSWT","DELAY BEFORE WARNING ABOUT SHUTDOWN FROM BOOST PRESSURE FUEL~0-65535","0","2","SEC","0080D1E0",3862,"EPBSFSWT","64t6","2025-08-29 10:43:57.501796","EPBSFSWT"
"ConfigFile.EPBSMNSA","POINTS TO ENGINE SYNC FUEL PRESSURE FUEL MINIMUN THRESHOLD~0-2^32","0","4","HEX","0080D1CC",3861,"EPBSMNSA","64t6","2025-08-29 10:43:57.499856","EPBSMNSA"
"ConfigFile.EPBSMNTD","MIN THRESHOLD FOR BOOST PRESSURE FUEL LIMITING~0-100","0","2","INHG","008070F0",3860,"EPBSMNTD","64t6","2025-08-29 10:43:57.497983","EPBSMNTD"
"ConfigFile.EPBSMXSA","POINTS TO BOOST PRESSURE FUEL MAXIMUM THRESHOLD~0-2^32","0","4","HEX","0080D1D0",3859,"EPBSMXSA","64t6","2025-08-29 10:43:57.495056","EPBSMXSA"
"ConfigFile.EPBSMXTD","MAX THRESHOLD FOR BOOST PRESSURE FUEL LIMITING~0-100","0","2","INHG","008070F2",3858,"EPBSMXTD","64t6","2025-08-29 10:43:57.492758","EPBSMXTD"
"ConfigFile.EPBSRKER","TRUE=BOOST PRESSURE PRECRANK ERROR~0-1","0","2","SEC","0080D1DA",3857,"EPBSRKER","64t6","2025-08-29 10:43:57.490047","EPBSRKER"
"ConfigFile.EPBSRLSA","POINTER TO BOOST PRESSURE RPM LIMIT THRESHOLD~0-2^32","0","4","HEX","0080D1D4",3856,"EPBSRLSA","64t6","2025-08-29 10:43:57.487212","EPBSRLSA"
"ConfigFile.EPBSRPDD","START DURATION FOR BOOST PRESSURE RPM DERATE~0-65535","0","2","SEC","008070EA",3855,"EPBSRPDD","64t6","2025-08-29 10:43:57.483762","EPBSRPDD"
"ConfigFile.EPBSRPET","TOTAL TIME BOOST PRESSURE RPM FAULT HAS BEEN ACTIVE~0-2^29","0","4","SEC","00805868",3853,"EPBSRPET","64t6","2025-08-29 10:43:57.477973","EPBSRPET"
"ConfigFile.EPBSRPFG","FAULT LOG RECORDING FLAG FOR BOOST PRESSURE RPM~0-1","0","2","","00805870",3852,"EPBSRPFG","64t6","2025-08-29 10:43:57.475367","EPBSRPFG"
"ConfigFile.EPBSRPFU","FAULT WHEN EPF ENGINE BOOST PRESSURE RPM ERROR FOUND~0-65535","0","2","HEX","00807102",3851,"EPBSRPFU","64t6","2025-08-29 10:43:57.472804","EPBSRPFU"
"ConfigFile.EPBSRPIC","TIME TO REACH FULL DERATE DURING BOOST PRESS ENG PROTE~1/256-65535/256","0","2","SEC","008070EE",3850,"EPBSRPIC","64t6","2025-08-29 10:43:57.470303","EPBSRPIC"
"ConfigFile.EPBSRPIN","INDEX INTO EPF FAULT LOG FOR BOOST PRESSURE~0-4","0","2","","00805872",3849,"EPBSRPIN","64t6","2025-08-29 10:43:57.467777","EPBSRPIN"
"ConfigFile.EPBSRPIX","SEVERITY INDEX FOR EPF BOOST PRESSURE FAULT~0.0-0.1","0","2","","00805858",3848,"EPBSRPIX","64t6","2025-08-29 10:43:57.465199","EPBSRPIX"
"ConfigFile.EPBSRPLL","MIN THRESHOLD FOR BOOST FUEL PRESSURE RPM LIMITING~0-65535","0","2","NONE","008070F4",3847,"EPBSRPLL","64t6","2025-08-29 10:43:57.462559","EPBSRPLL"
"ConfigFile.EPBSRPRI","BOOST PRESSURE RPM RESTART SEVERITY INDEX~0.0-0.1","0","2","","0080585C",3846,"EPBSRPRI","64t6","2025-08-29 10:43:57.460081","EPBSRPRI"
"ConfigFile.EPBSRPSA","POINTER TO BOOST PRESSURE RPM FAULT LOG DATA~0 - 2^32","0","4","ADDR","0080D1EC",3845,"EPBSRPSA","64t6","2025-08-29 10:43:57.457474","EPBSRPSA"
"ConfigFile.EPBSRPSD","SHUTDOWN DURATION THRESHOLD FOR BOOST_PRESSURE RPM~0 - 65535","0","2","SEC","008070F8",3844,"EPBSRPSD","64t6","2025-08-29 10:43:57.454591","EPBSRPSD"
"ConfigFile.EPBSRPSS","SHUTDOWN SEVERITY THRESHOLD FOR BOOST PRESSURE RPM~0-100","0","2","INHG","00807108",3843,"EPBSRPSS","64t6","2025-08-29 10:43:57.451616","EPBSRPSS"
"ConfigFile.EPBSRPTM","AMOUNT OF TIME SINCE BOOST PRESSURE LOW FAILURE WAS DETECTED~0-65535","0","2","SEC","0080D1CA",3842,"EPBSRPTM","64t6","2025-08-29 10:43:57.448612","EPBSRPTM"
"ConfigFile.EPBSRSCU","AMOUNT OF TIME OVER BOOST PRESSURE RPM SHUTDOWN THRESHOLD~0-65535","0","2","SEC","0080D1DE",3841,"EPBSRSCU","64t6","2025-08-29 10:43:57.446068","EPBSRSCU"
"ConfigFile.EPBSRSWT","DELAY BEFORE WARNING ABUOT SHUTDOWN FROM BOOST PRESSURE RPM~0-65535","0","2","SEC","0080D1E2",3840,"EPBSRSWT","64t6","2025-08-29 10:43:57.443501","EPBSRSWT"
"ConfigFile.EPBSSAMK","MASK FOR INPUT OF BOOST PRESSURE~0-65535","0","2","MASK","0080D1C6",3838,"EPBSSAMK","64t6","2025-08-29 10:43:57.437625","EPBSSAMK"
"ConfigFile.EPBSSODY","SHUTDOWN DELAY FOR BOOST PRESSURE SHUTDOWN~0-255","0","2","SEC","008070FA",3837,"EPBSSODY","64t6","2025-08-29 10:43:57.435206","EPBSSODY"
"ConfigFile.EPBSSRRP","RPM TO REACH BEFORE FOR BOOST PRESSURE ERRORS~0-8000","0","2","RPM","008070FC",3835,"EPBSSRRP","64t6","2025-08-29 10:43:57.430208","EPBSSRRP"
"ConfigFile.EPBSSRTM","DELAY AFTER RPM IS REACHED BEFORE BOOST PRESSURE ERRORS~0-8000","0","2","RPM","008070FE",3834,"EPBSSRTM","64t6","2025-08-29 10:43:57.42773","EPBSSRTM"
"ConfigFile.EPBSWNTM","TIME DURATION TO WARN DRIVER BEFORE SHUTDOWN DUE TO BOOST PRES~0-65535","0","2","SEC","00807104",3833,"EPBSWNTM","64t6","2025-08-29 10:43:57.425351","EPBSWNTM"
"ConfigFile.EPCBLNK1","FILLS HOLE LEFT BY MAKING ENGINE_PROTECTION_RPM_DELTA A GLOBA~0 - 3000","0","2","RPM","00807F36",3832,"EPCBLNK1","64t6","2025-08-29 10:43:57.422831","EPCBLNK1"
"ConfigFile.EPCMSYTY","DETERMINES HOW ENGINE POSITION IS SYNC'D TO CAM~0","0","2","NONE","00807F26",3831,"EPCMSYTY","64t6","2025-08-29 10:43:57.420303","EPCMSYTY"
"ConfigFile.EPCQEREN","TRUE = COOLANT TEMP. ERROR ALLOWED, FALSE = NO ERROR ~1=TRUE / 0=FALSE","0","2","","0080D120",3829,"EPCQEREN","64t6","2025-08-29 10:43:57.415518","EPCQEREN"
"ConfigFile.EPCQERFG","ERRORS ALLOWED TIMER RUNNING FLAG FOR COOLANT TEMP.~0-1","0","2","","0080D12E",3828,"EPCQERFG","64t6","2025-08-29 10:43:57.413059","EPCQERFG"
"ConfigFile.EPCQERTM","TIME SINCE RPM CROSSED COOLANT TEMP. START MON RPM~0-65535","0","2","SEC","0080D12C",3827,"EPCQERTM","64t6","2025-08-29 10:43:57.41032","EPCQERTM"
"ConfigFile.EPCQEXTM","COOLANT TEMPERATURE EXTREMITY TIME~0 - 2^32","0","4","","008057E8",3826,"EPCQEXTM","64t6","2025-08-29 10:43:57.407833","EPCQEXTM"
"ConfigFile.EPCQFLDD","TIME FROM COOLANT TEMP THRESH. REACHED TO STARTING FUEL DERA~0 - 65535","0","2","SEC.","00807058",3825,"EPCQFLDD","64t6","2025-08-29 10:43:57.40509","EPCQFLDD"
"ConfigFile.EPCQFLET","TOTAL TIME COOLANT TEMP FUEL FAULT HAS BEEN ACTIVE~0 - 2^29","0","4","SEC.","008057EC",3823,"EPCQFLET","64t6","2025-08-29 10:43:57.399816","EPCQFLET"
"ConfigFile.EPCQFLFG","FAULT LOG RECORDING FLAG FOR COOLANT TEMP FUELING~0 - 1","0","2","","008057F4",3822,"EPCQFLFG","64t6","2025-08-29 10:43:57.397549","EPCQFLFG"
"ConfigFile.EPCQFLFU","FAULT INDEX INDICATING EPF COOLANT TEMP FUEL ERROR FOUND~0-FFFF","0","2","HEX","00807070",3821,"EPCQFLFU","64t6","2025-08-29 10:43:57.395162","EPCQFLFU"
"ConfigFile.EPCQFLIC","TIME TO REACH FULL DERATE W/ COOLANT TEMPERATURE ENGINE P~0.0039 - 256","0","2","SEC","0080705C",3820,"EPCQFLIC","64t6","2025-08-29 10:43:57.392732","EPCQFLIC"
"ConfigFile.EPCQFLIN","INDEX INTO EPF FAULT LOG FOR COOLANT TEMP FUELING~0 - 4","0","2","","008057F6",3819,"EPCQFLIN","64t6","2025-08-29 10:43:57.390683","EPCQFLIN"
"ConfigFile.EPCQFLIX","COOLANT TEMP. FUELING SEVERITY INDEX.~0.0 - 1.0","0","2","","008057DE",3818,"EPCQFLIX","64t6","2025-08-29 10:43:57.388444","EPCQFLIX"
"ConfigFile.EPCQFLRI","COOLANT TEMP. FUELING RESTART SEVERITY INDEX.~0.0 - 1.0","0","2","","008057E2",3817,"EPCQFLRI","64t6","2025-08-29 10:43:57.386061","EPCQFLRI"
"ConfigFile.EPCQFLSA","POINTER TO COOLANT TEMPERATURE FUEL FAULT LOG DATA~0 - 2^32","0","4","ADDR","0080D130",3816,"EPCQFLSA","64t6","2025-08-29 10:43:57.383825","EPCQFLSA"
"ConfigFile.EPCQFLSD","SHUTDOWN THRESHOLD DURATION TIME~0-65535","0","2","SEC","00807066",3815,"EPCQFLSD","64t6","2025-08-29 10:43:57.38173","EPCQFLSD"
"ConfigFile.EPCQFLSS","SHUTDOWN THRESHOLD FOR COOLANT TEMPERATURE~20 - 255","0","2","DEGF","00807076",3814,"EPCQFLSS","64t6","2025-08-29 10:43:57.379758","EPCQFLSS"
"ConfigFile.EPCQFLTM","AMOUNT OF TIME SINCE COOLANT TEMP FAILURE WAS DETECTED.~0 - 65535","0","2","SEC.","0080D110",3813,"EPCQFLTM","64t6","2025-08-29 10:43:57.378036","EPCQFLTM"
"ConfigFile.EPCQFSCU","AMOUNT OF TIME OVER COOLANT TEMP. FUEL SHUTDOWN THRESHOLD~0-65535","0","2","SEC","0080D124",3812,"EPCQFSCU","64t6","2025-08-29 10:43:57.3763","EPCQFSCU"
"ConfigFile.EPCQFSWT","DELAY BEFORE WARNING ABOUT SHUTDOWN FROM COOLANT TEMP FUEL~0-65535","0","2","SEC","0080D128",3811,"EPCQFSWT","64t6","2025-08-29 10:43:57.374626","EPCQFSWT"
"ConfigFile.EPCQMNSA","POINTER TO COOLANT TEMPERATURE FUEL MIN THRESHOLD~0 - 2^32","0","4","ADDR","0080D114",3810,"EPCQMNSA","64t6","2025-08-29 10:43:57.373011","EPCQMNSA"
"ConfigFile.EPCQMXSA","POINTER TO COOLANT TEMPERATURE FUEL MAX THRESHOLD~0 - 2^32","0","4","ADDR","0080D118",3809,"EPCQMXSA","64t6","2025-08-29 10:43:57.371292","EPCQMXSA"
"ConfigFile.EPCQPKER","TRUE = COOLANT TEMP. PRECRANK ERROR~1=TRUE / 0=FALSE","0","2","","0080D122",3808,"EPCQPKER","64t6","2025-08-29 10:43:57.36971","EPCQPKER"
"ConfigFile.EPCQRLSA","POINTER TO COOLANT TEMPERATURE RPM LIMIT THRESHOLD~0 - 2^32","0","4","ADDR","0080D11C",3807,"EPCQRLSA","64t6","2025-08-29 10:43:57.367901","EPCQRLSA"
"ConfigFile.EPCQRPDD","TIME FROM COOLANT TEMP THRESH. REACHED TO STARTING RPM DERAT~0 - 65535","0","2","SEC.","0080705A",3806,"EPCQRPDD","64t6","2025-08-29 10:43:57.366152","EPCQRPDD"
"ConfigFile.EPCQRPET","TOTAL TIME COOLANT TEMP RPM FAULT HAS BEEN ACTIVE~0 - 2^29","0","4","SEC.","008057F0",3804,"EPCQRPET","64t6","2025-08-29 10:43:57.362982","EPCQRPET"
"ConfigFile.EPCQRPFG","FAULT LOG RECORDING FLAG FOR COOLANT TEMP RPM~0 - 1","0","2","","008057F8",3803,"EPCQRPFG","64t6","2025-08-29 10:43:57.361108","EPCQRPFG"
"ConfigFile.EPCQRPFU","FAULT INDEX INDICATING EPF COOLANT TEMP RPM ERROR FOUND~0-FFFF","0","2","HEX","00807072",3802,"EPCQRPFU","64t6","2025-08-29 10:43:57.359253","EPCQRPFU"
"ConfigFile.EPCQRPIC","TIME TO REACH FULL DERATE DURING COOLANT TEMPERATURE ENGI~0.0039 - 256","0","2","SEC","0080705E",3801,"EPCQRPIC","64t6","2025-08-29 10:43:57.35777","EPCQRPIC"
"ConfigFile.EPCQRPIN","INDEX INTO EPF FAULT LOG FOR COOLANT TEMP RPM~0 - 4","0","2","","008057FA",3800,"EPCQRPIN","64t6","2025-08-29 10:43:57.355827","EPCQRPIN"
"ConfigFile.EPCQRPIX","SEVERITY INDEX FOR EPF COOLANT TEMPERATURE FAULT.~0.0 - 1.0","0","2","","008057E0",3799,"EPCQRPIX","64t6","2025-08-29 10:43:57.35424","EPCQRPIX"
"ConfigFile.EPCQRPLL","MINIMUM THRESHOLD FOR COOLANT TEMPERATURE RPM LIMITING~0 - 4500","0","2","DEGF","00807064",3798,"EPCQRPLL","64t6","2025-08-29 10:43:57.352443","EPCQRPLL"
"ConfigFile.EPCQRPRI","COOLANT TEMP. RPM RESTART SEVERITY INDEX.~0.0 - 1.0","0","2","","008057E4",3797,"EPCQRPRI","64t6","2025-08-29 10:43:57.350754","EPCQRPRI"
"ConfigFile.EPCQRPSA","POINTER TO COOLANT TEMPERATURE RPM FAULT LOG DATA~0 - 2^32","0","4","ADDR","0080D134",3796,"EPCQRPSA","64t6","2025-08-29 10:43:57.349264","EPCQRPSA"
"ConfigFile.EPCQRPSD","SHUTDOWN THRESHOLD FOR COOLANT TEMP RPM~0 - 65535","0","2","SEC.","00807068",3795,"EPCQRPSD","64t6","2025-08-29 10:43:57.347805","EPCQRPSD"
"ConfigFile.EPCQRPSS","SHUTDOWN THRESHOLD FOR COOLANT TEMP RPM~20 - 255","0","2","DEGF","00807078",3794,"EPCQRPSS","64t6","2025-08-29 10:43:57.346203","EPCQRPSS"
"ConfigFile.EPCQRPTM","TIME DURATION SINCE COOLANT TEMPERATURE FAILURE WAS DETECTED~0 - 65535","0","2","SEC.","0080D112",3793,"EPCQRPTM","64t6","2025-08-29 10:43:57.34476","EPCQRPTM"
"ConfigFile.EPCQRSCU","AMOUNT OF TIME OVER COOLANT TEMP. RPM SHUTDOWN THRESHOLD~0-65535","0","2","SEC","0080D126",3792,"EPCQRSCU","64t6","2025-08-29 10:43:57.343177","EPCQRSCU"
"ConfigFile.EPCQRSWT","DELAY BEFORE WARNING ABOUT SHUTDOWN FROM COOLANT TEMP RPM~0-65535","0","2","SEC","0080D12A",3791,"EPCQRSWT","64t6","2025-08-29 10:43:57.341716","EPCQRSWT"
"ConfigFile.EPCQSAMK","MASK FOR INPUT OF COOLANT TEMP~0 - 65535","0","2","MASK","0080D10E",3789,"EPCQSAMK","64t6","2025-08-29 10:43:57.338519","EPCQSAMK"
"ConfigFile.EPCQSODY","SHUTDOWN DELAY FOR COOLANT TEMPERATURE SHUTDOWN~0-255","0","2","SEC.","0080706A",3788,"EPCQSODY","64t6","2025-08-29 10:43:57.336935","EPCQSODY"
"ConfigFile.EPCQSRRP","RPM TO REACH BEFORE COOLANT TEMP ERRORS.~0-8000","0","2","RPM","0080706C",3786,"EPCQSRRP","64t6","2025-08-29 10:43:57.334137","EPCQSRRP"
"ConfigFile.EPCQSRTM","DELAY AFTER RPM REACHED BEFORE COOLANT TEMP ERRORS.~0-255","0","2","SEC","0080706E",3785,"EPCQSRTM","64t6","2025-08-29 10:43:57.33273","EPCQSRTM"
"ConfigFile.EPCQWNTM","TIME DURATION TO WARN DRIVER BEFORE SHUTDOWN DUE TO COOLANT ~0 - 65535","0","2","SEC","00807074",3784,"EPCQWNTM","64t6","2025-08-29 10:43:57.331309","EPCQWNTM"
"ConfigFile.EPCVDYCU","DELAY TIME TO ENSURE THAT COOLANT LEVEL SWITCHES ERROR HAS CHA~0-65535","0","2","CNT","0080728A",3782,"EPCVDYCU","64t6","2025-08-29 10:43:57.328564","EPCVDYCU"
"ConfigFile.EPCVEREN","TRUE = COOLANT LEVEL ERROR ALLOWED, FALSE = NO ERROR ALLOW~TRUE, FALSE","0","2","","0080D0F2",3781,"EPCVEREN","64t6","2025-08-29 10:43:57.327168","EPCVEREN"
"ConfigFile.EPCVERFG","ERRORS ALLOWED TIMER RUNNING FLAG FOR COOLANT LEV.~0-1","0","2","","0080D100",3780,"EPCVERFG","64t6","2025-08-29 10:43:57.325596","EPCVERFG"
"ConfigFile.EPCVERTM","TIME SINCE RPM CROSSED COOLANT LEV. START MON RPM~0-65535","0","2","SEC","0080D0FE",3779,"EPCVERTM","64t6","2025-08-29 10:43:57.324087","EPCVERTM"
"ConfigFile.EPCVEXTM","COOLANT LEVEL EXTREMITY TIME~0 - 2^32","0","4","","008057CA",3778,"EPCVEXTM","64t6","2025-08-29 10:43:57.322484","EPCVEXTM"
"ConfigFile.EPCVFLDD","TIME FROM OVERLIMIT REACHED TO STARTING FUEL DERATE.~0 - 65535","0","2","SEC.","00807034",3777,"EPCVFLDD","64t6","2025-08-29 10:43:57.320976","EPCVFLDD"
"ConfigFile.EPCVFLET","TOTAL TIME COOLANT LEVEL FUEL FAULT HAS BEEN ACTIVE~0 - 2^29","0","4","SEC.","008057CE",3775,"EPCVFLET","64t6","2025-08-29 10:43:57.317634","EPCVFLET"
"ConfigFile.EPCVFLFG","FAULT LOG RECORDING FLAG FOR COOLANT LEVEL FUELING~0 - 1","0","2","","008057D6",3774,"EPCVFLFG","64t6","2025-08-29 10:43:57.316017","EPCVFLFG"
"ConfigFile.EPCVFLFU","FAULT INDEX INDICATING EPF COOLANT LEVEL FUEL ERROR FOUND~0-FFFF","0","2","HEX","0080704C",3773,"EPCVFLFU","64t6","2025-08-29 10:43:57.314167","EPCVFLFU"
"ConfigFile.EPCVFLIC","TIME TO REACH FULL DERATE DURING COOLANT LEVEL ENGINE PRO~0.0039 - 256","0","2","SEC","00807038",3772,"EPCVFLIC","64t6","2025-08-29 10:43:57.312529","EPCVFLIC"
"ConfigFile.EPCVFLIN","INDEX INTO EPF FAULT LOG FOR COOLANT LEVEL FUELING~0 - 4","0","2","","008057D8",3771,"EPCVFLIN","64t6","2025-08-29 10:43:57.310676","EPCVFLIN"
"ConfigFile.EPCVFLIX","COOLANT LEVEL FUELING SEVERITY INDEX~0.0 - 1.0","0","2","","008057C0",3770,"EPCVFLIX","64t6","2025-08-29 10:43:57.294053","EPCVFLIX"
"ConfigFile.EPCVFLRI","COOLANT LEVEL FUELING RESTART SEVERITY INDEX~0.0 - 1.0","0","2","","008057C4",3769,"EPCVFLRI","64t6","2025-08-29 09:25:34.670646","EPCVFLRI"
"ConfigFile.EPCVFLSA","POINTER TO COOLANT LEVEL FUEL FAULT LOG DATA~0 - 2^32","0","4","ADDR","0080D102",3768,"EPCVFLSA","64t6","2025-08-29 09:25:34.670646","EPCVFLSA"
"ConfigFile.EPCVFLSD","SHUTDOWN THRESHOLD FOR COOLANT LEVEL FUELING~0 - 65535","0","2","SEC.","00807042",3767,"EPCVFLSD","64t6","2025-08-29 09:25:34.670646","EPCVFLSD"
"ConfigFile.EPCVFLSS","SHUTDOWN THRESHOLD FOR COOLANT LEVEL FUELING~0/1","0","2","NONE","00807052",3766,"EPCVFLSS","64t6","2025-08-29 09:25:34.670646","EPCVFLSS"
"ConfigFile.EPCVFLTM","AMOUNT OF TIME SINCE COOLANT LEVEL LOW FAILURE WAS DETECTED.~0 - 65535","0","2","SEC.","0080D0E2",3765,"EPCVFLTM","64t6","2025-08-29 09:25:34.670646","EPCVFLTM"
"ConfigFile.EPCVFSCU","AMOUNT OF TIME OVER COOLANT LEVEL FUEL SHUTDOWN THRESHOLD~0-65535","0","2","SEC","0080D0F6",3764,"EPCVFSCU","64t6","2025-08-29 09:25:34.670646","EPCVFSCU"
"ConfigFile.EPCVFSWT","DELAY BEFORE WARNING ABOUT SHUTDOWN FROM COOLANT LEVEL FUEL~0-65535","0","2","SEC","0080D0FA",3763,"EPCVFSWT","64t6","2025-08-29 09:25:34.670646","EPCVFSWT"
"ConfigFile.EPCVMNSA","POINTER TO COOLANT LEVEL FUEL MIN THRESHOLD~0 - 2^32","0","4","ADDR","0080D0E6",3762,"EPCVMNSA","64t6","2025-08-29 09:25:34.670646","EPCVMNSA"
"ConfigFile.EPCVMNTD","MINIMUM THRESHOLD FOR COOLANT LEVEL FUEL LIMITING.~0","0","2","NONE","0080703C",3761,"EPCVMNTD","64t6","2025-08-29 09:25:34.670646","EPCVMNTD"
"ConfigFile.EPCVMXSA","POINTER TO COOLANT LEVEL FUEL MAX THRESHOLD~0 - 2^32","0","4","ADDR","0080D0EA",3760,"EPCVMXSA","64t6","2025-08-29 09:25:34.670646","EPCVMXSA"
"ConfigFile.EPCVMXTD","MAXIMUM THRESHOLD FOR COOLANT LEVEL FUELING LIMITING.~0","0","2","NONE","0080703E",3759,"EPCVMXTD","64t6","2025-08-29 09:25:34.670646","EPCVMXTD"
"ConfigFile.EPCVPKER","TRUE = COOLANT LEVEL PRECRANK ERROR~TRUE, FALSE","0","2","","0080D0F4",3758,"EPCVPKER","64t6","2025-08-29 09:25:34.670646","EPCVPKER"
"ConfigFile.EPCVRLSA","POINTER TO COOLANT LEVEL RPM LIMIT THRESHOLD~0 - 2^32","0","4","ADDR","0080D0EE",3757,"EPCVRLSA","64t6","2025-08-29 09:25:34.670646","EPCVRLSA"
"ConfigFile.EPCVRPDD","TIME FROM COOLANT LEVEL THRESH. REACHED TO STARTING RPM DERA~0 - 65535","0","2","SEC.","00807036",3756,"EPCVRPDD","64t6","2025-08-29 09:25:34.670646","EPCVRPDD"
"ConfigFile.EPCVRPET","TOTAL TIME COOLANT LEVEL RPM FAULT HAS BEEN ACTIVE~0 - 2^29","0","4","SEC.","008057D2",3754,"EPCVRPET","64t6","2025-08-29 09:25:34.670646","EPCVRPET"
"ConfigFile.EPCVRPFG","FAULT LOG RECORDING FLAG FOR COOLANT LEVEL RPM~0 - 1","0","2","","008057DA",3753,"EPCVRPFG","64t6","2025-08-29 09:25:34.670646","EPCVRPFG"
